Company,Job Title,Location,Category,Contact Email,Apply URL,Team Size
Routine,Social Media Evangelist,Remote,📣 Growth & Marketing Automation,hello@routine.co,https://routine.co/careers/openings/social-media-evangelist,11-50
SCRL,Junior Marketing Specialist – New Graduate,Stockholm,📣 Growth & Marketing Automation,info@scrlapp.com,https://careers.scrl.com/jobs/6287584-junior-marketing-specialist-new-graduate,30-50
SCRL,UGC & Social Media Specialist,Stockholm,📣 Growth & Marketing Automation,info@scrlapp.com,https://careers.scrl.com/jobs/7567238-ugc-social-media-specialist,30-50
SOUS,Merchant Success Manager,Amsterdam,🤝 Customer Success & Support,thomas@poweredbysous.com,https://poweredbysous.com/careers/merchant-success-manager,11-50
Saturn,Partner Experience,London,🤝 Customer Success & Support,contact@heysaturn.com,https://jobs.ashbyhq.com/saturn/89e00ce4-eb0f-4f02-bc28-42e5c8c783cb,11-50
Saturn,Partner Support,London,🤝 Customer Success & Support,contact@heysaturn.com,https://jobs.ashbyhq.com/saturn/0d8a6494-1705-4a87-8185-560ecef5d1f4,11-50
Saturn,"Partner, Growth",London,📣 Growth & Marketing Automation,contact@heysaturn.com,https://jobs.ashbyhq.com/saturn/fcc94e3b-b674-4c9b-b82c-1dd9d723fc39,11-50
Sciential,Digital Marketing Internship in Rotterdam,Rotterdam,📣 Growth & Marketing Automation,hello@scientialmarketing.com,https://scientialmarketing.com/jobs/digital-marketing-internship-in-rotterdam40-hours-week/,11-50
Sciential,Junior Digital Marketing Consultant,Rotterdam,📣 Growth & Marketing Automation,hello@scientialmarketing.com,https://scientialmarketing.com/jobs/junior-digital-marketing-consultant-36-hours-week/,11-50
Sciential,Junior Digital Marketing Consultant (36 hours/week),Rotterdam,📣 Growth & Marketing Automation,hello@scientialmarketing.com,https://scientialmarketing.com/jobs/junior-digital-marketing-consultant-36-hours-week/,11-50
Sciential,Medior Digital Marketing Consultant,Rotterdam,📣 Growth & Marketing Automation,hello@scientialmarketing.com,https://scientialmarketing.com/jobs/medior-digital-marketing-consultant-36-hours-week-2/,11-50
Sciential,Medior Digital Marketing Consultant (36 hours/week),Rotterdam,📣 Growth & Marketing Automation,hello@scientialmarketing.com,https://scientialmarketing.com/jobs/medior-digital-marketing-consultant-36-hours-week-2/,11-50
Sciential,Social Media Internship in Rotterdam,Rotterdam,📣 Growth & Marketing Automation,hello@scientialmarketing.com,https://scientialmarketing.com/jobs/social-media-internship-in-rotterdam40-hours-week/,11-50
Semactic,SEO Success Manager,Nivelles,🤝 Customer Success & Support,info@semactic.com,https://semactic.com/en/jobs/customer-success-manager,11-50
Shyfter,Customer Success Manager (Dutch-speaking),Brussels,🤝 Customer Success & Support,unknown,https://join.com/companies/shyfter/16132667-customer-success-manager-dutch-speaking,27-34
Silk,Growth Marketeer,Berchem,📣 Growth & Marketing Automation,contact@wearesilk.be,https://wearesilk.be/job/growth-marketeer/,11-50
Simplycure,Customer Care Expert,Watermael-Boitsfort,🤝 Customer Success & Support,hello@simplycure.com,https://www.welcometothejungle.com/en/companies/simplycure/jobs/customer-care-expert_watermael-boitsfort,11-50
Simplycure,Customer Success,Watermael-Boitsfort,🤝 Customer Success & Support,hello@simplycure.com,https://www.welcometothejungle.com/en/companies/simplycure/jobs/customer-success_watermael-boitsfort,11-50
Simplycure,Growth Lead,Watermael-Boitsfort,📣 Growth & Marketing Automation,hello@simplycure.com,https://www.welcometothejungle.com/en/companies/simplycure/jobs/content-community-lead_bruxelles,11-50
Solve Intelligence,Growth Engineer,London,📣 Growth & Marketing Automation,info@solveintelligence.com,https://www.ycombinator.com/companies/solve-intelligence/jobs/318ShlU-growth-engineer,40-50
Solve Intelligence,Growth Marketer/GTM,London,📣 Growth & Marketing Automation,info@solveintelligence.com,https://www.ycombinator.com/companies/solve-intelligence/jobs/wTI76pc-growth-marketer-gtm,40-50
Sparxell,Head of sales and marketing,Cambridge,📣 Growth & Marketing Automation,careers@sparxell.com,https://sparxell.com/careers,11-50
Speekly,Werkstudent:in Social Media / Creator Marketing (Spanien)*,Cologne,📣 Growth & Marketing Automation,info@getspeekly.com,https://join.com/companies/speekly/16193667-werkstudent-in-social-media-creator-marketing-spanien,30-50
Spott,Customer Success Manager,Leuven,🤝 Customer Success & Support,ms@spott.io,https://spott.io/jobs/customer-success-manager,11-15
Spruce,Customer Success Manager,London,🤝 Customer Success & Support,hello@spruce.eco,https://apply.workable.com/spruce-2/j/EF64FAF7BD/,11-50
Stacks,Customer Success Manager - Accounting,London,🤝 Customer Success & Support,hello@stacks.ai,https://jobs.ashbyhq.com/stacks/eee285ee-7291-4cf5-a2cf-f68cc82546a8,11-50
Strala,Growth,San Francisco,📣 Growth & Marketing Automation,[email protected],https://jobs.ashbyhq.com/strala-ai/0ddc4e80-73bc-4adf-bd79-94a3fd2f60ae,11-50
Superlinear,Head of Marketing,Brussels,📣 Growth & Marketing Automation,info@superlinear.eu,https://superlinear.recruitee.com/o/head-of-marketing,27-34
Superlinear,VP Sales & Marketing,Brussels,📣 Growth & Marketing Automation,info@superlinear.eu,https://superlinear.recruitee.com/o/vp-sales-marketing-1,27-34
TalentLyft,Customer Success,Zagreb,🤝 Customer Success & Support,karlo.knezevich@gmail.com,https://careers.talentlyft.com,15-20
TalentLyft,Marketing,Zagreb,📣 Growth & Marketing Automation,karlo.knezevich@gmail.com,https://careers.talentlyft.com,15-20
Timefold,Head of Marketing,Ghent,📣 Growth & Marketing Automation,info@timefold.ai,https://jobs.timefold.ai/jobs/7425041-head-of-marketing,32-37
Timefold,Product Marketing Manager,Ghent,📣 Growth & Marketing Automation,info@timefold.ai,https://jobs.timefold.ai/jobs/7336227-product-marketing-manager,32-37
Track Titan,Community Support Specialist,London,🤝 Customer Success & Support,hello@tracktitan.io,https://titan-academy.jobs.personio.com/job/2529867,8-10
Trigger.dev,Technical Content Engineer,Remote,📣 Growth & Marketing Automation,hello@trigger.dev,https://jobs.ashbyhq.com/triggerdev/13151df0-d386-4121-8231-543e31439407,9-18
Updraft,Search & AI Content Executive,London,📣 Growth & Marketing Automation,support@updraft.com,https://apply.workable.com/updraft/j/0D4F6B9440/,40-50
Validio,Marketing Manager,Stockholm,📣 Growth & Marketing Automation,info@validio.io,https://jobs.validio.io/jobs/7304733-marketing-manager,42-47
Volcaino,Digital Marketing Specialist,Ghent,📣 Growth & Marketing Automation,info@volcaino.com,https://www.volcaino.com/career/digital-marketing-specialist,5-15
Volcaino,User Experience Designer,Ghent,🤝 Customer Success & Support,info@volcaino.com,https://www.volcaino.com/career/user-experience-designer,5-15
Voltico,Working Student Marketing & Branding,Amsterdam,📣 Growth & Marketing Automation,edward@voltico.nl,https://voltico.nl/careers/working-student,10-20
We Drive Solar,Service Engineer,Ghent,🤝 Customer Success & Support,info@wedrivesolar.com,https://wedrivesolar.com/service-engineer/,2-10
Webclew,Customer Success Engineer,Antwerp,🤝 Customer Success & Support,info@webclew.com,https://www.webclew.com/careers/customer-success-engineer,4-4
Wehype,Digital Content Creator at Wehype,Stockholm,📣 Growth & Marketing Automation,info@wehype.com,https://career.wehype.com/jobs/7157722-digital-content-creator-at-wehype,11-50
Wehype,Growth Marketing Manager at Wehype,Stockholm,📣 Growth & Marketing Automation,info@wehype.com,https://career.wehype.com/jobs/7157755-growth-marketing-manager-at-wehype,11-50
Wexler,Care Manager - NeuroNav,Remote,🤝 Customer Success & Support,hello@wexler.ai,https://jobs.ashbyhq.com/Pear-VC/fe59d1e0-67ba-4aa7-a73d-87e24b39c54b,2-10
Wexler,Customer Success Manager,London,🤝 Customer Success & Support,hello@wexler.ai,https://jobs.ashbyhq.com/Pear-VC/fdab86f3-a418-4701-92fc-6aba7fa222b3,2-10
Wexler,Customer Success Manager - Piston,Lehi,🤝 Customer Success & Support,hello@wexler.ai,https://jobs.ashbyhq.com/Pear-VC/8b2ef27e-9c94-4d7c-926d-42989d36fc4d,2-10
Wexler,Founding Growth Development Rep - Spur,New York City,📣 Growth & Marketing Automation,hello@wexler.ai,https://jobs.ashbyhq.com/Pear-VC/a7e6d069-b93e-45bb-ab4c-a912eb0be579,2-10
Wexler,Founding Social Creative Lead - Known,Austin,📣 Growth & Marketing Automation,hello@wexler.ai,https://jobs.ashbyhq.com/Pear-VC/6b89b9bd-13d5-40c0-8dc8-8998f1bd03e1,2-10
Wexler,Marketing & Content Manager - Endless Commerce,Remote,📣 Growth & Marketing Automation,hello@wexler.ai,https://jobs.ashbyhq.com/Pear-VC/09f48ade-7e85-4911-8af0-2d6fab3838d8,2-10
Wexler,Part-Time Social Media Manager - Known,Austin,📣 Growth & Marketing Automation,hello@wexler.ai,https://jobs.ashbyhq.com/Pear-VC/c4080775-5541-4390-a1e9-3c3f5796af12,2-10
Wexler,Technical Customer Success Engineer - Spur,New York City,🤝 Customer Success & Support,hello@wexler.ai,https://jobs.ashbyhq.com/Pear-VC/c3c4b905-44b0-4fac-84a7-995c8cad83bb,2-10
Wobby,AI Productivity Customer Success Intern,US-Remote,🤝 Customer Success & Support,info@wobby.ai,https://jobs.lever.co/actian/15fb20a4-212c-43fe-806c-fa03a65374e1,7-12
Wobby,Customer Success AI Insights Intern,US-Remote,🤝 Customer Success & Support,info@wobby.ai,https://jobs.lever.co/actian/91a57444-9e3f-4bd9-8c06-4c4c9baa6308,7-12
Wobby,"Principal Product Marketing Manager, Data & BI",US-Remote,📣 Growth & Marketing Automation,info@wobby.ai,https://jobs.lever.co/actian/0c78246b-3468-4bfd-8334-92eb738e16ed,7-12
Yuka,Customer Service Manager,Remote,🤝 Customer Success & Support,contact@yuka.io,https://yuka.io/team,11-50
Zelt,Customer Support Specialist,London,🤝 Customer Success & Support,info@zelt.app,https://go.zelt.app/careers/zelt4/jobs/b5144877-dc04-47c4-b3aa-741724b3f7ab/overview,11-50
Zelt,Marketing Specialist,London,📣 Growth & Marketing Automation,info@zelt.app,https://go.zelt.app/careers/zelt4/jobs/2fe5f7e6-df74-41b6-a45d-125bcfb471b9/overview,11-50
Zeno,Product Marketing Lead,Rotterdam,📣 Growth & Marketing Automation,info@zeno.law,https://jobs.ashbyhq.com/zeno/5726f612-f994-459e-8e9a-1c4cd9dbd486,2-10
ZyGo,Customer Success Manager,Zonnebeke,🤝 Customer Success & Support,hello@zygo.be,https://zygo.be/careers/customer-success-manager,6-20
acemate,Social Media Marketing (Werkstudent:in),Berlin,📣 Growth & Marketing Automation,info@acemate.ai,https://join.com/companies/acemate/16146097-social-media-marketing-werkstudent-in,2-10
cureVision,Mitarbeiter*in (m/w/d) Customer Support/Customer Success,Munich,🤝 Customer Success & Support,info@cureVision.de,https://join.com/companies/curevision/16135598-mitarbeiter-in-m-w-d-customer-support-customer-success,10-20
deskbird,Customer Success Manager - DACH,Pfaffikon,🤝 Customer Success & Support,hello@deskbird.com,https://deskbird.jobs.personio.com/job/2628843,40-40
deskbird,Outbound Growth Representative - DACH,Pfaffikon,📣 Growth & Marketing Automation,hello@deskbird.com,https://deskbird.jobs.personio.com/job/2597738,40-40
deskbird,Vice President of Customer Success (f/m/d),Pfaffikon,🤝 Customer Success & Support,hello@deskbird.com,https://deskbird.jobs.personio.com/job/2519751,40-40
deskbird,Website Growth Manager / Growth Engineer,Pfaffikon,📣 Growth & Marketing Automation,hello@deskbird.com,https://deskbird.jobs.personio.com/job/2643190,40-40
ecoplanet,Customer Success Lead,Munchen,🤝 Customer Success & Support,info@ecoplanet.tech,https://ecoplanet-green-operations-gmbh.jobs.personio.com/job/2625505,35-40
ecoplanet,Senior Customer Success Manager (Kundenbetreuer/in),Munchen,🤝 Customer Success & Support,info@ecoplanet.tech,https://ecoplanet-green-operations-gmbh.jobs.personio.com/job/2538281,35-40
feld.energy,Field Service Techniker (m/w/d) – PV / Elektrotechnik,Office Munchen,🤝 Customer Success & Support,info@feld.energy,https://feld-energy.jobs.personio.com/job/2604383,10-25
foodforecast,Customer Success Manager (m/w/d) für den französischen Markt,Remote,🤝 Customer Success & Support,info@foodforecast.com,https://foodforecast.jobs.personio.com/job/2599271,31-31
forward earth,(Lead) Partner Growth Manager (m/f/d),Berlin,📣 Growth & Marketing Automation,info@forward-earth.com,https://forwardearth.recruitee.com/o/lead-partner-growth-manager-mfd,11-50
getquin,Content Creator (f/m/d),Berlin,📣 Growth & Marketing Automation,info@getquin.com,https://getquin.jobs.personio.com/job/1309674,30-50
getquin,Senior Growth Marketing Manager (f/m/d),Berlin,📣 Growth & Marketing Automation,info@getquin.com,https://getquin.jobs.personio.com/job/1237455,30-50
konfetti,Content Marketing Manager (m/f/x) in Köln,Cologne,📣 Growth & Marketing Automation,hallo@gokonfetti.com,https://join.com/companies/gokonfetti/16190630-content-marketing-manager-m-f-x-in-koeln,11-50
konfetti,Marketing Manager (m/f/x) in Köln,Cologne,📣 Growth & Marketing Automation,hallo@gokonfetti.com,https://join.com/companies/gokonfetti/16184387-marketing-manager-m-f-x-in-koeln,11-50
konfetti,"Marketing Manager - Brand, Paid Social & Partnerships (m/f/x) in Köln",Cologne,📣 Growth & Marketing Automation,hallo@gokonfetti.com,https://join.com/companies/gokonfetti/16190635-marketing-manager-brand-paid-social-und-partnerships-m-f-x-in-koeln,11-50
mediasmart,Product Marketing Manager,Buenos Aires,📣 Growth & Marketing Automation,info@mediasmart.io,https://job-boards.greenhouse.io/mediasmart/jobs/7757610,11-50
wehave,Customer Success Manager,Antwerp,🤝 Customer Success & Support,niels@wehave.io,https://wehave.io/careers/customer-success-manager,5-10
